ID,Dim1,Dim2,Dim3,Referendum,Option_Ind,Option_SouAss,Option_Prov,Argument_Droit,Argument_Resssources,Argument_Faisable,Honte_Racisme,Honte_Colonialisme,Futur_Francais,Futur_Economie,Futur_culture,Opinion_Immigration,Opinion_sociale,Opinion_economique,Opinion_feministe,Opinion_lgbtq,Attitude_risque,Vote_provincial,Vote_federal,Genre,Langue,Age,Origine,Scolarite,Revenus
Ind_1,0.439325,-2.054237,0.118951,Sou_NON,CONTRE,POUR,POUR,POUR,CONTRE,NEUTRE,ACCORD,ACCORD,NSP,NSP,NEUTRE,POUR,Responsabilité collective,NSP,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,QS,NPD,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_2,-0.45036,-1.64425,-0.752147,Sou_NSP,POUR,POUR,POUR,POUR,CONTRE,POUR,ACCORD,NEUTRE,NEUTRE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PLQ,NPD,Femme,Francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_3,0.220854,-0.8045,2.164368,Sou_NSP,NSP,NSP,NSP,NSP,NSP,NSP,NSP,NSP,PESSIMISTE,NSP,NSP,CONTRE,NSP,Economie: privé et public,Feministre: NEUTRE féministe,Feministe: CONTRE féministe,Risque facile,NSP,Vote fed: NSP,Femme,Non francophones,40-59 ans,Né Ailleurs,Secondaire,NSP
Ind_4,-2.37758,1.289581,-0.235095,Sou_OUI,POUR,POUR,POUR,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,NSP,Feministe: CONTRE féministe,Risque facile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Collégial,NSP
Ind_5,-0.270605,0.201963,0.347882,Sou_NON,POUR,NSP,POUR,POUR,CONTRE,POUR,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,NSP,Feministe: CONTRE féministe,Féministe: POUR féministe,Risque difficile,PQ,PCC,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus élevés
Ind_6,2.115413,1.03798,-0.631907,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,NEUTRE,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PLQ,PLC,Homme,Non francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_7,-1.40041,1.212352,0.445331,Sou_NSP,CONTRE,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,NEUTRE,OPTIMISTE,NEUTRE,CONTRE,Responsabilité mixte,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,PQ,PCC,Homme,Francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_8,0.640384,0.685608,0.023741,Sou_NON,POUR,POUR,POUR,CONTRE,POUR,CONTRE,NEUTRE,ACCORD,PESSIMISTE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: neutre,Feministre: NEUTRE féministe,Feministe: CONTRE féministe,Risque facile,CAQ,PLC,Femme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_9,-2.082246,0.784195,0.631086,Sou_OUI,POUR,CONTRE,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: neutre,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,PCC,Femme,Francophones,60 ans et plus,Né Canada,Collégial,NSP
Ind_10,-2.824747,1.429441,-0.041581,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Secondaire,Revenus bas
Ind_11,1.448467,0.02194,-0.416687,Sou_NON,CONTRE,POUR,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité collective,Economie: neutre,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PLQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Collégial,NSP
Ind_12,1.353382,-0.568487,0.408596,Sou_NON,CONTRE,NSP,POUR,CONTRE,NSP,NSP,ACCORD,ACCORD,NEUTRE,PESSIMISTE,NSP,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque facile,NSP,PCC,Femme,Non francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_13,1.201111,0.88027,0.826154,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,NEUTRE,CONTRE,ACCORD,NEUTRE,OPTIMISTE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité mixte,Economie: neutre,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,NSP,Vote fed: NSP,Homme,Francophones,40-59 ans,Né Canada,Secondaire,Revenus moyens
Ind_14,-0.459248,0.095923,-0.913612,Sou_NON,CONTRE,CONTRE,POUR,POUR,POUR,POUR,NEUTRE,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,PLC,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus moyens
Ind_15,-1.422158,-0.112076,-0.148351,Sou_OUI,CONTRE,CONTRE,POUR,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,NSP,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus bas
Ind_16,-1.767624,-1.664225,-1.202319,Sou_OUI,CONTRE,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,NEUTRE,OPTIMISTE,OPTIMISTE,NEUTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,BQ,Femme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_17,-0.162487,0.594387,-0.550839,Sou_OUI,CONTRE,CONTRE,POUR,POUR,POUR,CONTRE,NEUTRE,ACCORD,NEUTRE,OPTIMISTE,OPTIMISTE,POUR,Responsabilité collective,Economie: privé seulement,Feministre: NEUTRE féministe,Feministe: CONTRE féministe,Risque facile,PLQ,NSP,Homme,Francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_18,-2.304314,-0.795703,-1.226392,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,NEUTRE,OPTIMISTE,OPTIMISTE,NEUTRE,POUR,Responsabilité collective,Economie: privé et public,Feministe: CONTRE féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Femme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus moyens
Ind_19,-2.755211,1.33915,-0.93449,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus moyens
Ind_20,1.626209,1.235924,0.285822,Sou_NON,CONTRE,CONTRE,NSP,CONTRE,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité mixte,Economie: neutre,Feministe: CONTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PLQ,PCC,Homme,Francophones,40-59 ans,Né Canada,Secondaire,Revenus bas
Ind_21,1.121221,-0.121196,0.615412,Sou_NON,CONTRE,POUR,POUR,CONTRE,CONTRE,NEUTRE,DÉSACCORD,ACCORD,NEUTRE,NEUTRE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministe: CONTRE féministe,Féministe: POUR féministe,Risque difficile,NSP,PLC,Femme,Non francophones,40-59 ans,Né Canada,Secondaire,NSP
Ind_22,-2.769842,-0.050386,-1.003483,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,NSP,DÉSACCORD,OPTIMISTE,NSP,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_23,1.170638,0.104731,-0.665479,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,NEUTRE,NEUTRE,OPTIMISTE,NEUTRE,PESSIMISTE,CONTRE,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,CAQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus bas
Ind_24,-0.604524,-1.510116,-0.826277,Sou_NSP,CONTRE,POUR,POUR,POUR,POUR,POUR,ACCORD,ACCORD,NSP,PESSIMISTE,OPTIMISTE,POUR,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,PLC,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus élevés
Ind_25,0.005058,1.636639,0.806984,Sou_NON,CONTRE,POUR,NSP,NEUTRE,POUR,POUR,NEUTRE,DÉSACCORD,PESSIMISTE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministe: CONTRE féministe,Feministre: NEUTRE féministe,Risque facile,NSP,PLC,Homme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_26,0.556963,0.901122,0.742878,Sou_NON,CONTRE,POUR,POUR,NEUTRE,NEUTRE,NEUTRE,DÉSACCORD,DÉSACCORD,NEUTRE,NSP,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,CAQ,NPD,Homme,Non francophones,40-59 ans,Né Ailleurs,Universitaire,Revenus moyens
Ind_27,-2.700868,0.181655,-0.710792,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,PQ,PCC,Homme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_28,-1.458836,1.127336,0.886936,Sou_NSP,CONTRE,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: privé seulement,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,NSP,Vote fed: NSP,Homme,Non francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_29,-1.949372,0.971202,-0.366991,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,DÉSACCORD,NEUTRE,OPTIMISTE,NEUTRE,CONTRE,Responsabilité collective,Economie: neutre,Feministe: CONTRE féministe,Feministe: CONTRE féministe,Risque facile,PQ,PCC,Homme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_30,-2.440862,-0.775872,-1.299698,Sou_NSP,POUR,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,NEUTRE,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Homme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_31,1.953696,-0.520147,-0.126509,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité collective,Economie: privé seulement,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,NSP,Vote fed: NSP,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_32,1.541389,-0.371731,0.090133,Sou_NON,CONTRE,POUR,POUR,CONTRE,CONTRE,CONTRE,NEUTRE,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité mixte,Economie: privé et public,NSP,NSP,Risque facile,PCQ,NPD,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus élevés
Ind_33,-0.084086,1.748678,-0.433949,Sou_NON,CONTRE,POUR,POUR,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministe: CONTRE féministe,Feministre: NEUTRE féministe,Risque facile,PQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus élevés
Ind_34,-1.267763,-0.63594,-1.446845,Sou_OUI,POUR,POUR,POUR,NEUTRE,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PLQ,PLC,Homme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_35,0.841517,0.217315,-1.040124,Sou_NON,CONTRE,POUR,POUR,CONTRE,CONTRE,POUR,NEUTRE,NEUTRE,OPTIMISTE,PESSIMISTE,NEUTRE,NEUTRE,Responsabilité individuelle,Economie: privé et public,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,CAQ,PLC,Homme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus élevés
Ind_36,-0.408296,-0.104017,2.103258,Sou_NSP,POUR,POUR,POUR,NSP,NSP,NSP,NSP,NSP,NSP,NSP,NSP,CONTRE,Responsabilité individuelle,NSP,NSP,NSP,Risque facile,NSP,Vote fed: NSP,Homme,Francophones,18-39 ans,Né Canada,Secondaire,Revenus moyens
Ind_37,1.477261,1.167731,-0.199864,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,NEUTRE,NSP,PESSIMISTE,PESSIMISTE,NEUTRE,Responsabilité mixte,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,PQ,PCC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_38,1.570782,1.265661,-0.792042,Sou_OUI,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,ACCORD,PESSIMISTE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité collective,Economie: privé seulement,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,PCQ,PCC,Homme,Non francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_39,-2.142299,0.560812,0.172299,Sou_OUI,POUR,POUR,POUR,POUR,POUR,POUR,NEUTRE,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,NEUTRE,Responsabilité mixte,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,NPD,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus bas
Ind_40,-0.055627,0.438464,-0.214108,Sou_NSP,CONTRE,CONTRE,POUR,NEUTRE,NEUTRE,NEUTRE,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,CAQ,PLC,Homme,Non francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_41,0.886707,-0.158226,-0.779035,Sou_NON,CONTRE,CONTRE,CONTRE,POUR,CONTRE,CONTRE,DÉSACCORD,ACCORD,PESSIMISTE,PESSIMISTE,NEUTRE,NEUTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque facile,CAQ,PLC,Femme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus moyens
Ind_42,-2.220383,1.150658,-0.020691,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,NEUTRE,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministe: CONTRE féministe,Feministe: CONTRE féministe,Risque difficile,PCQ,PCC,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_43,1.732427,0.018891,0.658843,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité mixte,Economie: privé seulement,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque difficile,PCQ,PCC,Femme,Francophones,18-39 ans,Né Canada,Secondaire,Revenus moyens
Ind_44,-2.865614,0.900923,-0.836387,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,CONTRE,Responsabilité collective,Economie: privé et public,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus moyens
Ind_45,0.561949,-0.932423,0.136954,Sou_NON,CONTRE,NSP,CONTRE,CONTRE,CONTRE,NSP,ACCORD,ACCORD,OPTIMISTE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité collective,NSP,Féministe: POUR féministe,Feministre: NEUTRE féministe,Risque difficile,QS,PCC,Femme,Francophones,18-39 ans,Né Ailleurs,Collégial,Revenus élevés
Ind_46,-2.825842,-0.109615,-1.269069,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,DÉSACCORD,DÉSACCORD,OPTIMISTE,OPTIMISTE,OPTIMISTE,POUR,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,BQ,Homme,Francophones,18-39 ans,Né Canada,Collégial,Revenus bas
Ind_47,-1.753623,0.514387,0.397933,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,NEUTRE,ACCORD,DÉSACCORD,NEUTRE,NEUTRE,OPTIMISTE,POUR,Responsabilité mixte,Economie: neutre,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,NSP,Vote fed: NSP,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,NSP
Ind_48,-1.5886,-1.696093,-1.020147,Sou_OUI,NSP,POUR,CONTRE,POUR,POUR,POUR,ACCORD,ACCORD,NEUTRE,NSP,OPTIMISTE,NEUTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,QS,NPD,Femme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_49,-0.97925,0.477247,0.692957,Sou_NSP,CONTRE,POUR,POUR,POUR,POUR,NSP,DÉSACCORD,DÉSACCORD,NSP,NEUTRE,NSP,CONTRE,NSP,Economie: privé et public,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,PQ,BQ,Homme,Francophones,18-39 ans,Né Canada,Universitaire,NSP
Ind_50,1.547587,0.251719,0.335701,Sou_NON,CONTRE,POUR,POUR,CONTRE,CONTRE,CONTRE,ACCORD,NEUTRE,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité collective,Economie: privé seulement,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,NSP,Vote fed: NSP,Femme,Francophones,40-59 ans,Né Canada,Universitaire,NSP
Ind_51,1.77457,1.429188,-0.455206,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,NEUTRE,Responsabilité individuelle,Economie: neutre,Feministe: CONTRE féministe,NSP,Risque facile,CAQ,PLC,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,NSP
Ind_52,-0.135368,0.504451,0.416929,Sou_NON,CONTRE,POUR,POUR,POUR,NEUTRE,NEUTRE,DÉSACCORD,DÉSACCORD,OPTIMISTE,PESSIMISTE,NEUTRE,NEUTRE,Responsabilité collective,Economie: neutre,Feministre: NEUTRE féministe,Féministe: POUR féministe,Risque facile,NSP,BQ,Homme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_53,0.063174,-1.12655,-0.619856,Sou_NON,CONTRE,POUR,CONTRE,POUR,CONTRE,CONTRE,NEUTRE,NEUTRE,OPTIMISTE,PESSIMISTE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,NSP,Vote fed: NSP,Femme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus élevés
Ind_54,0.478761,0.26179,0.94812,Sou_NON,CONTRE,CONTRE,CONTRE,CONTRE,CONTRE,NEUTRE,ACCORD,NSP,NEUTRE,NSP,OPTIMISTE,CONTRE,Responsabilité mixte,Economie: privé seulement,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,PQ,Vote fed: NSP,Femme,Francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_55,1.565159,0.591417,0.118372,Sou_NON,CONTRE,CONTRE,POUR,NEUTRE,CONTRE,CONTRE,NSP,DÉSACCORD,PESSIMISTE,PESSIMISTE,PESSIMISTE,NEUTRE,Responsabilité collective,Economie: neutre,Feministe: CONTRE féministe,Féministe: POUR féministe,Risque facile,Vote prov: NSP,Vote fed: NSP,Homme,Francophones,60 ans et plus,Né Ailleurs,Collégial,Revenus bas
Ind_56,0.296082,-0.473339,0.728941,Sou_NON,NSP,POUR,POUR,NEUTRE,NEUTRE,CONTRE,ACCORD,NEUTRE,NEUTRE,NSP,NEUTRE,NSP,Responsabilité mixte,NSP,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,CAQ,PCC,Homme,Francophones,60 ans et plus,Né Canada,Secondaire,Revenus bas
Ind_57,1.250487,-1.29441,-0.6979,Sou_NON,CONTRE,POUR,POUR,POUR,CONTRE,CONTRE,ACCORD,ACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité individuelle,NSP,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,QS,PLC,Femme,Francophones,18-39 ans,Né Canada,Collégial,Revenus moyens
Ind_58,0.863254,0.385874,-0.7941,Sou_NON,CONTRE,POUR,POUR,CONTRE,POUR,CONTRE,DÉSACCORD,NEUTRE,NEUTRE,PESSIMISTE,NEUTRE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,QS,NPD,Homme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_59,-0.276418,0.288787,-1.187249,Sou_NON,POUR,POUR,POUR,CONTRE,CONTRE,POUR,ACCORD,ACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Féministe: POUR féministe,Feministe: CONTRE féministe,Risque facile,PCQ,PCC,Homme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus moyens
Ind_60,-1.435133,-0.179772,-1.36954,Sou_OUI,CONTRE,POUR,POUR,POUR,POUR,POUR,ACCORD,ACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,NEUTRE,Responsabilité individuelle,Economie: privé seulement,Féministe: POUR féministe,Féministe: POUR féministe,Risque facile,PQ,PLC,Homme,Francophones,40-59 ans,Né Canada,Universitaire,Revenus moyens
Ind_61,1.403508,-0.638271,2.066001,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,NEUTRE,NEUTRE,NSP,NSP,PESSIMISTE,PESSIMISTE,NSP,CONTRE,NSP,NSP,NSP,NSP,Risque difficile,NSP,Vote fed: NSP,Femme,Francophones,40-59 ans,Né Ailleurs,Collégial,Revenus bas
Ind_62,1.626052,0.355029,-0.96479,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,NSP,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,CAQ,PLC,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_63,2.09764,0.500274,-0.650715,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité individuelle,Economie: neutre,Feministe: CONTRE féministe,NSP,Risque difficile,PLQ,PLC,Homme,Francophones,60 ans et plus,Né Ailleurs,Universitaire,Revenus bas
Ind_64,0.600232,-2.04113,-1.062681,Sou_NON,CONTRE,NSP,POUR,CONTRE,POUR,NSP,ACCORD,ACCORD,OPTIMISTE,PESSIMISTE,OPTIMISTE,NEUTRE,Responsabilité collective,Economie: privé et public,Féministe: POUR féministe,Féministe: POUR féministe,Risque difficile,QS,NPD,Femme,Non francophones,18-39 ans,Né Canada,Universitaire,Revenus élevés
Ind_65,-2.47652,1.110544,-0.116271,Sou_OUI,POUR,POUR,CONTRE,POUR,POUR,POUR,NEUTRE,DÉSACCORD,OPTIMISTE,NEUTRE,OPTIMISTE,POUR,Responsabilité individuelle,Economie: privé seulement,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque difficile,CAQ,BQ,Homme,Francophones,60 ans et plus,Né Canada,Universitaire,Revenus bas
Ind_66,1.632767,1.882466,0.198441,Sou_NON,CONTRE,CONTRE,POUR,NEUTRE,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité mixte,Economie: privé seulement,Feministre: NEUTRE féministe,Feministre: NEUTRE féministe,Risque facile,PLQ,PLC,Homme,Francophones,60 ans et plus,Né Canada,Collégial,Revenus bas
Ind_67,1.567069,1.757836,-0.643827,Sou_NON,CONTRE,POUR,POUR,CONTRE,CONTRE,CONTRE,DÉSACCORD,DÉSACCORD,PESSIMISTE,PESSIMISTE,PESSIMISTE,CONTRE,Responsabilité individuelle,Economie: privé et public,Feministe: CONTRE féministe,Feministe: CONTRE féministe,Risque facile,CAQ,PLC,Homme,Non francophones,40-59 ans,Né Canada,Collégial,Revenus moyens
Ind_68,2.26994,0.597241,-0.522798,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,ACCORD,DÉSACCORD,NEUTRE,PESSIMISTE,PESSIMISTE,POUR,Responsabilité mixte,Economie: neutre,Feministre: NEUTRE féministe,NSP,Risque difficile,PLQ,PLC,Homme,Non francophones,60 ans et plus,Né Ailleurs,Collégial,Revenus élevés
Ind_69,1.229809,1.689682,0.106595,Sou_NON,CONTRE,CONTRE,POUR,CONTRE,CONTRE,CONTRE,NEUTRE,DÉSACCORD,OPTIMISTE,PESSIMISTE,OPTIMISTE,CONTRE,Responsabilité individuelle,Economie: privé seulement,Feministre: NEUTRE féministe,Feministe: CONTRE féministe,Risque difficile,Vote prov: NSP,PCC,Homme,Non francophones,60 ans et plus,Né Canada,Secondaire,Revenus bas
